"title","platform","creator_name","creator_url","source_url","embed_url","thumbnail_url","github_url","categories","source_type","embed_status","publication_status","weight","collected_from","collected_category","collected_at"
"CloneRetriever","Streamlit","eitan177","https://github.com/eitan177","https://eitan177-cloneretriever-streamlit-cloneretriever-tt47bz.streamlit.app","https://eitan177-cloneretriever-streamlit-cloneretriever-tt47bz.streamlit.app?embed=true","https://storage.googleapis.com/s4a-prod-share-preview/default/st_app_screenshot_image/699774bc-02fe-4804-be40-49db30d339b7/Home_Page.png","https://github.com/eitan177/cloneretriever","Science & technology","curated","unverified","review","8725","https://streamlit.io/gallery","All","2026-08-03T21:51:16"
"DocGPT","Streamlit","leo-usa","https://github.com/leo-usa","https://docgpt.streamlit.app","https://docgpt.streamlit.app?embed=true","https://storage.googleapis.com/s4a-prod-share-preview/default/st_app_screenshot_image/f9a2ef04-fb6f-4582-beb3-6e28c6de2761/Home_Page.png","https://github.com/leo-usa/knowledge_gpt","LLMs","curated","unverified","review","8710","https://streamlit.io/gallery","All","2026-08-03T21:51:16"
"Cybersyn Data Commons","Streamlit","cybersyn-data","https://github.com/cybersyn-data","https://cybersyn-datacommons.streamlit.app","https://cybersyn-datacommons.streamlit.app?embed=true","https://storage.googleapis.com/s4a-prod-share-preview/default/st_app_screenshot_image/7720d6c4-a523-4901-aea3-afe6eec9b801/Home_Page.png","https://github.com/cybersyn-data/streamlit-demo","Snowflake powered ❄️; Geography & society","curated","unverified","review","8569","https://streamlit.io/gallery","All","2026-08-03T21:51:16"
"geemap","Streamlit","giswqs","https://github.com/giswqs","https://geemap.streamlit.app","https://geemap.streamlit.app?embed=true","https://storage.googleapis.com/s4a-prod-share-preview/default/st_app_screenshot_image/8aa24f37-ba6e-476a-ba56-07acadd755db/Home_Page.png","https://github.com/giswqs/geemap-apps","Geography & society","curated","unverified","review","8427","https://streamlit.io/gallery","All","2026-08-03T21:51:16"
"Monte Carlo Pi","Streamlit","mesmith027","https://github.com/mesmith027","https://mesmith027-streamlit-webapps-mc-pistreamlit-app-l4b15e.streamlit.app","https://mesmith027-streamlit-webapps-mc-pistreamlit-app-l4b15e.streamlit.app?embed=true","https://storage.googleapis.com/s4a-prod-share-preview/default/st_app_screenshot_image/5a6531e5-164e-40c1-859d-6a2405f79764/Home_Page.png","https://github.com/mesmith027/streamlit_webapps","Science & technology","curated","unverified","review","7757","https://streamlit.io/gallery","All","2026-08-03T21:51:16"
"Static site generators","Streamlit","epogrebnyak","https://github.com/epogrebnyak","https://ssg-dataset.streamlit.app","https://ssg-dataset.streamlit.app?embed=true","https://storage.googleapis.com/s4a-prod-share-preview/default/st_app_screenshot_image/7f99d363-e489-41b8-98aa-000030060c0a/Home_Page.png","https://github.com/epogrebnyak/ssg-dataset","Data visualization","curated","unverified","review","7366","https://streamlit.io/gallery","All","2026-08-03T21:51:16"
"Document summarizer","Streamlit","e-johnstonn","https://github.com/e-johnstonn","https://gptdoc-summarizer.streamlit.app","https://gptdoc-summarizer.streamlit.app?embed=true","https://storage.googleapis.com/s4a-prod-share-preview/default/st_app_screenshot_image/aecec1fe-b149-45e5-9d22-6ca6e65697ad/Home_Page.png","https://github.com/e-johnstonn/docsummarizer","LLMs","curated","unverified","review","7156","https://streamlit.io/gallery","All","2026-08-03T21:51:16"
"DCR Setup Assistant","Streamlit","snowflake-labs","https://github.com/snowflake-labs","https://snowflake-labs-sfquickstart-data-cle-dcr-setup-assistant-bkx7gg.streamlit.app","https://snowflake-labs-sfquickstart-data-cle-dcr-setup-assistant-bkx7gg.streamlit.app?embed=true","https://storage.googleapis.com/s4a-prod-share-preview/default/st_app_screenshot_image/53c9d287-6c40-4c0b-ae6e-116dcea27237/Home_Page.png","https://github.com/snowflake-labs/sfquickstart-data-clean-room","Finance & business; Snowflake powered","curated","unverified","review","7008","https://streamlit.io/gallery","All","2026-08-03T21:51:16"
"SmartPrep","Streamlit","voltackle67","https://github.com/voltackle67","https://smartprep.streamlit.app","https://smartprep.streamlit.app?embed=true","https://storage.googleapis.com/s4a-prod-share-preview/default/st_app_screenshot_image/988f1e6c-f33b-4445-9e83-ba94cf16da1b/Home_Page.png","https://github.com/voltackle67/smartprep-q1","Trending; Other","curated","unverified","review","6642","https://streamlit.io/gallery","All","2026-08-03T21:51:16"
"Snowflake table catalog","Streamlit","mydgd","https://github.com/mydgd","https://snow-table-catalog.streamlit.app","https://snow-table-catalog.streamlit.app?embed=true","https://storage.googleapis.com/s4a-prod-share-preview/default/st_app_screenshot_image/f91fba8b-4500-49c7-a8e1-837d31f7e840/Home_Page.png","https://github.com/mydgd/snowflake-table-catalog","Finance & business; Snowflake powered","curated","unverified","review","6580","https://streamlit.io/gallery","All","2026-08-03T21:51:16"
"SERSitiVIS","Streamlit","czubert","https://github.com/czubert","https://sersitivis-sersitive.streamlit.app","https://sersitivis-sersitive.streamlit.app?embed=true","https://storage.googleapis.com/s4a-prod-share-preview/default/st_app_screenshot_image/26fd28af-9033-4a0e-9bf5-dd522c1ee1cd/Home_Page.png","https://github.com/czubert/sersitivis","Science & technology","curated","unverified","review","6568","https://streamlit.io/gallery","All","2026-08-03T21:51:16"
"AI Interviewer","Streamlit","jiatastic","https://github.com/jiatastic","https://aiinterviewer.streamlit.app","https://aiinterviewer.streamlit.app?embed=true","https://storage.googleapis.com/s4a-prod-share-preview/default/st_app_screenshot_image/fd27de4a-3b04-430f-8fad-dfd3d26d126d/Home_Page.png","https://github.com/jiatastic/gptinterviewer","LLMs","curated","unverified","review","6499","https://streamlit.io/gallery","All","2026-08-03T21:51:16"
"Top companies market cap","Streamlit","bi-cnc","https://github.com/bi-cnc","https://topcompaniesmarketcap-7rqhuxkbjdghfaduzg8kwq.streamlit.app","https://topcompaniesmarketcap-7rqhuxkbjdghfaduzg8kwq.streamlit.app?embed=true","https://storage.googleapis.com/s4a-prod-share-preview/default/st_app_screenshot_image/4f39d531-4a9b-45bd-9ada-8e5bbdbf2d60/Home_Page.png","https://github.com/bi-cnc/top_companies_market_cap","Trending; Finance & business","curated","unverified","review","6451","https://streamlit.io/gallery","All","2026-08-03T21:51:16"
"Datafantic Spotify Playlists","Streamlit","robertritz","https://github.com/robertritz","https://top-songs.streamlit.app","https://top-songs.streamlit.app?embed=true","https://storage.googleapis.com/s4a-prod-share-preview/default/st_app_screenshot_image/465f4022-c891-40a0-a241-b43450af230c/Home_Page.png","https://github.com/robertritz/datafantic_spotify_playlists","Sports & fun","curated","unverified","review","6226","https://streamlit.io/gallery","All","2026-08-03T21:51:16"
"Zero Shot Text Classifier","Streamlit","streamlit","https://github.com/streamlit","https://zero-shot-text-classifier.streamlit.app","https://zero-shot-text-classifier.streamlit.app?embed=true","https://storage.googleapis.com/s4a-prod-share-preview/default/st_app_screenshot_image/26045439-684c-45f9-ab4d-4d10bbe651f3/Home_Page.png","https://github.com/streamlit/example-app-zero-shot-text-classifier","NLP & language","curated","unverified","review","5927","https://streamlit.io/gallery","All","2026-08-03T21:51:16"
"🦜🔗 Blog Outline Generator App","Streamlit","dataprofessor","https://github.com/dataprofessor","https://langchain-outline-generator.streamlit.app","https://langchain-outline-generator.streamlit.app?embed=true","https://storage.googleapis.com/s4a-prod-share-preview/default/st_app_screenshot_image/8c98a025-1991-4ab4-9eed-67de72c07a76/Home_Page.png","https://github.com/dataprofessor/langchain-blog-outline-generator","LLMs","curated","unverified","review","5806","https://streamlit.io/gallery","All","2026-08-03T21:51:16"
"🚢 Youtube to Chatbot","Streamlit","steamship-packages","https://github.com/steamship-packages","https://youtube-to-chatbot.streamlit.app","https://youtube-to-chatbot.streamlit.app?embed=true","https://storage.googleapis.com/s4a-prod-share-preview/default/st_app_screenshot_image/4a777f36-2a0d-48fd-b14b-3fe9503d228a/Home_Page.png","https://github.com/steamship-packages/langchain-production-starter","LLMs","curated","unverified","review","5791","https://streamlit.io/gallery","All","2026-08-03T21:51:16"
"CatGDP Feline whiskerful conversations.","Streamlit","tipani86","https://github.com/tipani86","https://catgdp.streamlit.app","https://catgdp.streamlit.app?embed=true","https://storage.googleapis.com/s4a-prod-share-preview/default/st_app_screenshot_image/8abe9ded-bb80-4ba2-8453-14177830e261/Home_Page.png","https://github.com/tipani86/catgdp","LLMs; Favorites","curated","unverified","review","5705","https://streamlit.io/gallery","All","2026-08-03T21:51:16"
"Activation Functions","Streamlit","ammaryh92","https://github.com/ammaryh92","https://ammaryh92-activation-functions-app-h67vkx.streamlit.app","https://ammaryh92-activation-functions-app-h67vkx.streamlit.app?embed=true","https://storage.googleapis.com/s4a-prod-share-preview/default/st_app_screenshot_image/70bee7a3-40b1-470f-a95a-aa360c3ff80f/Home_Page.png","https://github.com/ammaryh92/activation_functions","Science & technology","curated","unverified","review","5434","https://streamlit.io/gallery","All","2026-08-03T21:51:16"
"🤗💬 HugChat","Streamlit","dataprofessor","https://github.com/dataprofessor","https://hugchat.streamlit.app","https://hugchat.streamlit.app?embed=true","https://storage.googleapis.com/s4a-prod-share-preview/default/st_app_screenshot_image/52e33cb8-56f1-418d-960c-921f973ab33a/Home_Page.png","https://github.com/dataprofessor/hugchat","LLMs","curated","unverified","review","5265","https://streamlit.io/gallery","All","2026-08-03T21:51:16"
"Wayback Tweets","Streamlit","claromes","https://github.com/claromes","https://waybacktweets.streamlit.app","https://waybacktweets.streamlit.app?embed=true","https://storage.googleapis.com/s4a-prod-share-preview/default/st_app_screenshot_image/35683cce-0a4f-46f8-ad82-9b05a6d4d42e/Home_Page.png","https://github.com/claromes/waybacktweets","Trending; Other","curated","unverified","review","4937","https://streamlit.io/gallery","All","2026-08-03T21:51:16"
"SEO A/B Test Analyzer","Streamlit","koenleemans","https://github.com/koenleemans","https://koenleemans-seo-ab-test-analyzer-streamlit-app-iwtcbe.streamlit.app","https://koenleemans-seo-ab-test-analyzer-streamlit-app-iwtcbe.streamlit.app?embed=true","https://storage.googleapis.com/s4a-prod-share-preview/default/st_app_screenshot_image/7a7629fc-2970-417e-96d3-cf51cc6e58d1/Home_Page.png","https://github.com/koenleemans/seo-ab-test-analyzer","NLP & language","curated","unverified","review","4879","https://streamlit.io/gallery","All","2026-08-03T21:51:16"
"ChatGPT Assistant","Streamlit","pierxuy","https://github.com/pierxuy","https://pearxuy-gpt.streamlit.app","https://pearxuy-gpt.streamlit.app?embed=true","https://storage.googleapis.com/s4a-prod-share-preview/default/st_app_screenshot_image/13dc931b-1af8-415b-be17-8e348260bc33/Home_Page.png","https://github.com/pierxuy/chatgpt-assistant","LLMs","curated","unverified","review","4448","https://streamlit.io/gallery","All","2026-08-03T21:51:16"
"Demonstration of Gradient Descent","Streamlit","christopherdavisuci","https://github.com/christopherdavisuci","https://christopherdavisuci-streamlit-ed-grad-desc-ehj4d4.streamlit.app","https://christopherdavisuci-streamlit-ed-grad-desc-ehj4d4.streamlit.app?embed=true","https://storage.googleapis.com/s4a-prod-share-preview/default/st_app_screenshot_image/660226b2-9348-40d3-a0ad-4bf3b2f058da/Home_Page.png","https://github.com/christopherdavisuci/streamlit_ed","Science & technology","curated","unverified","review","4393","https://streamlit.io/gallery","All","2026-08-03T21:51:16"
"Digitálny ŠVP","Streamlit","petrso","https://github.com/petrso","https://svpdigital.streamlit.app","https://svpdigital.streamlit.app?embed=true","https://storage.googleapis.com/s4a-prod-share-preview/default/st_app_screenshot_image/ae4b6c91-28fb-4fa7-942e-a84338013c26/Home_Page.png","https://github.com/petrso/digitalsvp","Trending; Other","curated","unverified","review","4389","https://streamlit.io/gallery","All","2026-08-03T21:51:16"
"STRIDE GPT","Streamlit","mrwadams","https://github.com/mrwadams","https://stridegpt.streamlit.app","https://stridegpt.streamlit.app?embed=true","https://storage.googleapis.com/s4a-prod-share-preview/default/st_app_screenshot_image/dbd1c2a5-6728-4bca-83ae-5893eac14641/Home_Page.png","https://github.com/mrwadams/stride-gpt","Trending; LLMs","curated","unverified","review","4347","https://streamlit.io/gallery","All","2026-08-03T21:51:16"
"Diagnosis Assistant","Streamlit","glambard","https://github.com/glambard","https://medicaldiagnosticassistant.streamlit.app","https://medicaldiagnosticassistant.streamlit.app?embed=true","https://storage.googleapis.com/s4a-prod-share-preview/default/st_app_screenshot_image/5b3935bb-2e99-4e0c-9c06-17df91309ed1/Home_Page.png","https://github.com/glambard/mdxapp","LLMs","curated","unverified","review","4163","https://streamlit.io/gallery","All","2026-08-03T21:51:16"
"LangChain examples","Streamlit","alphasecio","https://github.com/alphasecio","https://langchain-examples.streamlit.app","https://langchain-examples.streamlit.app?embed=true","https://storage.googleapis.com/s4a-prod-share-preview/default/st_app_screenshot_image/8f8367a8-ec73-476f-a957-a68d400fca4f/Home_Page.png","https://github.com/alphasecio/langchain-examples","LLMs","curated","unverified","review","3975","https://streamlit.io/gallery","All","2026-08-03T21:51:16"
"ResuLLMe","Streamlit","ivaniscoding","https://github.com/ivaniscoding","https://resullme.streamlit.app","https://resullme.streamlit.app?embed=true","https://storage.googleapis.com/s4a-prod-share-preview/default/st_app_screenshot_image/8d60c0cb-46d4-4c7a-9b0b-0ccf6acb7b17/Home_Page.png","https://github.com/ivaniscoding/resullme","LLMs","curated","unverified","review","3933","https://streamlit.io/gallery","All","2026-08-03T21:51:16"
"Hoops Hero","Streamlit","andreilevin","https://github.com/andreilevin","https://hoopshero.streamlit.app","https://hoopshero.streamlit.app?embed=true","https://storage.googleapis.com/s4a-prod-share-preview/default/st_app_screenshot_image/db25ad52-c354-4d07-95b7-d0dd25d9cf8c/Home_Page.png","https://github.com/andreilevin/hoopshero","Sports & fun","curated","unverified","review","3891","https://streamlit.io/gallery","All","2026-08-03T21:51:16"
"SimiLo","Streamlit","ksoderholm22","https://github.com/ksoderholm22","https://similobeta2.streamlit.app","https://similobeta2.streamlit.app?embed=true","https://storage.googleapis.com/s4a-prod-share-preview/default/st_app_screenshot_image/ceda7cc1-26f5-4f78-9dd2-cd18b248700e/Home_Page.png","https://github.com/ksoderholm22/similo_beta2","Snowflake powered ❄️; Geography & society","curated","unverified","review","3877","https://streamlit.io/gallery","All","2026-08-03T21:51:16"
"Synthia","Streamlit","dlopezyse","https://github.com/dlopezyse","https://synthia.streamlit.app","https://synthia.streamlit.app?embed=true","https://storage.googleapis.com/s4a-prod-share-preview/default/st_app_screenshot_image/552af16d-32ae-4344-b0aa-d09a50f03632/Home_Page.png","https://github.com/dlopezyse/synthia","NLP & language","curated","unverified","review","3711","https://streamlit.io/gallery","All","2026-08-03T21:51:16"
"🧠🤖🇮🇹 Beta ChatBOT Intelligenza Artificiale Italia","Streamlit","intelligenzaartificiale","https://github.com/intelligenzaartificiale","https://intelligenzaartificiale-ia-italia-chatbotv2-test-qplruz.streamlit.app","https://intelligenzaartificiale-ia-italia-chatbotv2-test-qplruz.streamlit.app?embed=true","https://storage.googleapis.com/s4a-prod-share-preview/default/st_app_screenshot_image/f0bd8f51-8b62-462a-9958-4fee1db98998/Home_Page.png","https://github.com/intelligenzaartificiale/ia-italia-chatbotv2","LLMs","curated","unverified","review","3657","https://streamlit.io/gallery","All","2026-08-03T21:51:16"
"Semantha","Streamlit","thingsthinking","https://github.com/thingsthinking","https://semantha.streamlit.app","https://semantha.streamlit.app?embed=true","https://storage.googleapis.com/s4a-prod-share-preview/default/st_app_screenshot_image/f1f8d21e-37c0-4422-9ff3-c266da08a689/Home_Page.png","https://github.com/thingsthinking/semantha-streamlit","NLP & language","curated","unverified","review","3575","https://streamlit.io/gallery","All","2026-08-03T21:51:16"
"Cybersyn Financial Package Preview","Streamlit","cybersyn-data","https://github.com/cybersyn-data","https://cybersyn-financial.streamlit.app","https://cybersyn-financial.streamlit.app?embed=true","https://storage.googleapis.com/s4a-prod-share-preview/default/st_app_screenshot_image/f317e390-033d-4b18-ad23-a4405b5719bd/Home_Page.png","https://github.com/cybersyn-data/streamlit-demo","Snowflake powered ❄️; Finance & business","curated","unverified","review","3324","https://streamlit.io/gallery","All","2026-08-03T21:51:16"
"New features in Streamlit 1.28","Streamlit","streamlit","https://github.com/streamlit","https://release128.streamlit.app","https://release128.streamlit.app?embed=true","https://storage.googleapis.com/s4a-prod-share-preview/default/st_app_screenshot_image/8774a2a5-feac-46ad-8a24-23f6db1bc613/Home_Page.png","https://github.com/streamlit/release-demos","Other","curated","unverified","review","3216","https://streamlit.io/gallery","All","2026-08-03T21:51:16"
"Snowpark Python Packages in Snowflake Conda Channel","Streamlit","iamontheinet","https://github.com/iamontheinet","https://snowpark-python-packages.streamlit.app","https://snowpark-python-packages.streamlit.app?embed=true","https://storage.googleapis.com/s4a-prod-share-preview/default/st_app_screenshot_image/2519ff14-b097-412d-bd6b-a23aa55a0a36/Home_Page.png","https://github.com/iamontheinet/snowpark-python-anaconda","Snowflake powered ❄️","curated","unverified","review","3192","https://streamlit.io/gallery","All","2026-08-03T21:51:16"
"SumGPT","Streamlit","sean1832","https://github.com/sean1832","https://sumgpt.streamlit.app","https://sumgpt.streamlit.app?embed=true","https://storage.googleapis.com/s4a-prod-share-preview/default/st_app_screenshot_image/a36829ad-c3d2-460f-b3a5-27541d568e2c/Home_Page.png","https://github.com/sean1832/sumgpt","LLMs","curated","unverified","review","3166","https://streamlit.io/gallery","All","2026-08-03T21:51:16"
"Replicate Image Generator","Streamlit","tonykipkemboi","https://github.com/tonykipkemboi","https://generateimages.streamlit.app","https://generateimages.streamlit.app?embed=true","https://storage.googleapis.com/s4a-prod-share-preview/default/st_app_screenshot_image/b21d30c8-3ba4-4a5c-adb3-213c15c739d7/Home_Page.png","https://github.com/tonykipkemboi/streamlit-replicate-img-app","LLMs; Favorites","curated","unverified","review","2910","https://streamlit.io/gallery","All","2026-08-03T21:51:16"
"Weaviate Magic Chat Demo","Streamlit","thomashacker","https://github.com/thomashacker","https://weaviate-magic-chat.streamlit.app","https://weaviate-magic-chat.streamlit.app?embed=true","https://storage.googleapis.com/s4a-prod-share-preview/default/st_app_screenshot_image/aef0f240-46af-453d-9f6b-8c1f6efa9d47/Home_Page.png","https://github.com/thomashacker/weaviate-magic-chat-demo","LLMs; Favorites","curated","unverified","review","2883","https://streamlit.io/gallery","All","2026-08-03T21:51:16"
"Vineyard Site Selection","Streamlit","spencermartel","https://github.com/spencermartel","https://canadianvineyards.streamlit.app","https://canadianvineyards.streamlit.app?embed=true","https://storage.googleapis.com/s4a-prod-share-preview/default/st_app_screenshot_image/aea39f2e-2456-4744-a48d-4ecb4ef48995/Home_Page.png","https://github.com/spencermartel/vineyardcomparison","Geography & society","curated","unverified","review","2680","https://streamlit.io/gallery","All","2026-08-03T21:51:16"
"Peer AI tutor","Streamlit","kasneci-lab","https://github.com/kasneci-lab","https://peer-ai-tutor.streamlit.app","https://peer-ai-tutor.streamlit.app?embed=true","https://storage.googleapis.com/s4a-prod-share-preview/default/st_app_screenshot_image/18a05218-e32d-4db2-ae2a-de2b0eb3d6a2/Home_Page.png","https://github.com/kasneci-lab/ai-assisted-writing","Trending; LLMs","curated","unverified","review","2668","https://streamlit.io/gallery","All","2026-08-03T21:51:16"
"New features in Streamlit 1.27","Streamlit","streamlit","https://github.com/streamlit","https://release127.streamlit.app","https://release127.streamlit.app?embed=true","https://storage.googleapis.com/s4a-prod-share-preview/default/st_app_screenshot_image/c5f5f6e1-da37-471d-9823-6ee02ba97f25/Home_Page.png","https://github.com/streamlit/release-demos","Other","curated","unverified","review","2244","https://streamlit.io/gallery","All","2026-08-03T21:51:16"
"StreamlitLand Adventure RPG","Streamlit","tomjohnh","https://github.com/tomjohnh","https://adventure.streamlit.app","https://adventure.streamlit.app?embed=true","https://storage.googleapis.com/s4a-prod-share-preview/default/st_app_screenshot_image/a8ea7b5d-3da7-4da3-adbd-2b228bc676ac/Home_Page.png","https://github.com/tomjohnh/streamlit-game","Sports & fun","curated","unverified","review","2209","https://streamlit.io/gallery","All","2026-08-03T21:51:16"
"Elfragmentador Streamlit","Streamlit","jspaezp","https://github.com/jspaezp","https://jspaezp-elfragmentador-streamlit-streamlit-app-x0a5wk.streamlit.app","https://jspaezp-elfragmentador-streamlit-streamlit-app-x0a5wk.streamlit.app?embed=true","https://storage.googleapis.com/s4a-prod-share-preview/default/st_app_screenshot_image/d9d93e17-7f1f-4f2d-a944-c8ec887aa61a/Home_Page.png","https://github.com/jspaezp/elfragmentador-streamlit","Science & technology","curated","unverified","review","2200","https://streamlit.io/gallery","All","2026-08-03T21:51:16"
"🦜🔗 Text to graph extraction","Streamlit","langchain-ai","https://github.com/langchain-ai","https://auto-graph.streamlit.app","https://auto-graph.streamlit.app?embed=true","https://storage.googleapis.com/s4a-prod-share-preview/default/st_app_screenshot_image/b48495e4-0043-4900-a579-dd3dbb3f3a32/Home_Page.png","https://github.com/langchain-ai/langchain-benchmarks","LLMs","curated","unverified","review","2179","https://streamlit.io/gallery","All","2026-08-03T21:51:16"
"Shadcn UI","Streamlit","observedobserver","https://github.com/observedobserver","https://shadcn.streamlit.app","https://shadcn.streamlit.app?embed=true","https://storage.googleapis.com/s4a-prod-share-preview/default/st_app_screenshot_image/777af123-6bb4-445b-8447-34e5803a3161/Home_Page.png","https://github.com/observedobserver/steamlit-shadcn-ui-docs","Trending; Other","curated","unverified","review","2179","https://streamlit.io/gallery","All","2026-08-03T21:51:16"
"New features in Streamlit 1.29","Streamlit","streamlit","https://github.com/streamlit","https://release129.streamlit.app","https://release129.streamlit.app?embed=true","https://storage.googleapis.com/s4a-prod-share-preview/default/st_app_screenshot_image/fb0107a9-f2ca-44a5-a5ad-61431427709f/Home_Page.png","https://github.com/streamlit/release-demos","Trending","curated","unverified","review","2033","https://streamlit.io/gallery","All","2026-08-03T21:51:16"
"MeHEDI","Streamlit","m-ballabio1","https://github.com/m-ballabio1","https://mehedi-framework-patientsatisfaction-form.streamlit.app","https://mehedi-framework-patientsatisfaction-form.streamlit.app?embed=true","https://storage.googleapis.com/s4a-prod-share-preview/default/st_app_screenshot_image/c7060169-ded2-4750-987d-de19b747b191/Home_Page.png","https://github.com/m-ballabio1/mehedi-app","Geography & society","curated","unverified","review","1727","https://streamlit.io/gallery","All","2026-08-03T21:51:16"
"Tarot Reading","Streamlit","valeriaf22","https://github.com/valeriaf22","https://valeriaf22-tarot-reading-app-tarot-reading-app-28u8e3.streamlit.app","https://valeriaf22-tarot-reading-app-tarot-reading-app-28u8e3.streamlit.app?embed=true","https://storage.googleapis.com/s4a-prod-share-preview/default/st_app_screenshot_image/38f68b7b-86af-4317-a9f4-c5a8709ad4d0/Home_Page.png","https://github.com/valeriaf22/tarot-reading-app","Sports & fun","curated","unverified","review","1698","https://streamlit.io/gallery","All","2026-08-03T21:51:16"
"Spatial lit Worldle","Streamlit","gerardrbentley","https://github.com/gerardrbentley","https://st-worldle.streamlit.app","https://st-worldle.streamlit.app?embed=true","https://storage.googleapis.com/s4a-prod-share-preview/default/st_app_screenshot_image/07f71e2a-c0ee-41aa-a887-61c922a22c11/Home_Page.png","https://github.com/gerardrbentley/streamlit_worldle","Geography & society","curated","unverified","review","1691","https://streamlit.io/gallery","All","2026-08-03T21:51:16"
"Streamlit to Streamlit in Snowflake","Streamlit","iamontheinet","https://github.com/iamontheinet","https://pythoncode-to-sis.streamlit.app","https://pythoncode-to-sis.streamlit.app?embed=true","https://storage.googleapis.com/s4a-prod-share-preview/default/st_app_screenshot_image/6679329e-5e1a-4533-af49-3b39fec001cf/Home_Page.png","https://github.com/iamontheinet/streamlit-to-sis","Snowflake powered","curated","unverified","review","1606","https://streamlit.io/gallery","All","2026-08-03T21:51:16"
"airline prediction","Streamlit","sfc-gh-dong","https://github.com/sfc-gh-dong","https://flight-delay.streamlit.app","https://flight-delay.streamlit.app?embed=true","https://storage.googleapis.com/s4a-prod-share-preview/default/st_app_screenshot_image/4e611df3-862c-4def-9533-62ad17facb39/Home_Page.png","https://github.com/sfc-gh-dong/flight_delay","Snowflake powered ❄️; Other","curated","unverified","review","1567","https://streamlit.io/gallery","All","2026-08-03T21:51:16"
"Oapy by Impression","Streamlit","lukedavisseo","https://github.com/lukedavisseo","https://oapy-impression.streamlit.app","https://oapy-impression.streamlit.app?embed=true","https://storage.googleapis.com/s4a-prod-share-preview/default/st_app_screenshot_image/ed080034-d94c-4c7d-9a53-77b271c19c7e/Home_Page.png","https://github.com/lukedavisseo/oapy","LLMs","curated","unverified","review","1540","https://streamlit.io/gallery","All","2026-08-03T21:51:16"
"Content Summarizer","Streamlit","patrickloeber","https://github.com/patrickloeber","https://content-summarizer.streamlit.app","https://content-summarizer.streamlit.app?embed=true","https://storage.googleapis.com/s4a-prod-share-preview/default/st_app_screenshot_image/f19e5de6-f7d6-49d8-98ce-aca09c1575e9/Home_Page.png","https://github.com/patrickloeber/content-analyzer","LLMs","curated","unverified","review","1442","https://streamlit.io/gallery","All","2026-08-03T21:51:16"
"ClickML","Streamlit","baselhusam","https://github.com/baselhusam","https://clickml.streamlit.app","https://clickml.streamlit.app?embed=true",,"https://github.com/baselhusam/clickml","Other","curated","unverified","review","1438","https://streamlit.io/gallery","All","2026-08-03T21:51:16"
"SurViZ","Streamlit","hbretonniere","https://github.com/hbretonniere","https://hbretonniere-surviz--home-page-9r8djm.streamlit.app","https://hbretonniere-surviz--home-page-9r8djm.streamlit.app?embed=true","https://storage.googleapis.com/s4a-prod-share-preview/default/st_app_screenshot_image/f22dfaaa-59ca-4c00-9b18-b68321704a23/Home_Page.png","https://github.com/hbretonniere/surviz","Science & technology","curated","unverified","review","1418","https://streamlit.io/gallery","All","2026-08-03T21:51:16"
"GPT compare","Streamlit","dclin","https://github.com/dclin","https://gpt-compare.streamlit.app","https://gpt-compare.streamlit.app?embed=true","https://storage.googleapis.com/s4a-prod-share-preview/default/st_app_screenshot_image/6cc4e56a-3943-429a-98c0-51e6ffbc7e5c/Home_Page.png","https://github.com/dclin/openai-model-compare","LLMs","curated","unverified","review","1397","https://streamlit.io/gallery","All","2026-08-03T21:51:16"
"Wordler","Streamlit","syasini","https://github.com/syasini","https://wordler.streamlit.app","https://wordler.streamlit.app?embed=true","https://storage.googleapis.com/s4a-prod-share-preview/default/st_app_screenshot_image/545d4ce5-0b13-4f88-9876-e1e311cbe0d4/Home_Page.png","https://github.com/syasini/wordler","Sports & fun","curated","unverified","review","1387","https://streamlit.io/gallery","All","2026-08-03T21:51:16"
"Financial & Economic Essentials","Streamlit","aip-dxp","https://github.com/aip-dxp","https://aip-fyi-budget-tracker.streamlit.app","https://aip-fyi-budget-tracker.streamlit.app?embed=true","https://storage.googleapis.com/s4a-prod-share-preview/default/st_app_screenshot_image/6046249e-a070-4fe1-8e0a-f20cd61119b4/Home_Page.png","https://github.com/aip-dxp/fyi-budget-tracker","Snowflake powered ❄️; Finance & business","curated","unverified","review","1325","https://streamlit.io/gallery","All","2026-08-03T21:51:16"
"CodeLlama Playground via DeepInfra","Streamlit","charlywargnier","https://github.com/charlywargnier","https://codellama.streamlit.app","https://codellama.streamlit.app?embed=true","https://storage.googleapis.com/s4a-prod-share-preview/default/st_app_screenshot_image/b599e2e0-55cf-4a7b-a5e9-d7a956fd9479/Home_Page.png","https://github.com/charlywargnier/codellama-via-deepinfra","LLMs","curated","unverified","review","1238","https://streamlit.io/gallery","All","2026-08-03T21:51:16"
"Aspasia [Alpha]","Streamlit","maxwellknowles","https://github.com/maxwellknowles","https://aspasia.streamlit.app","https://aspasia.streamlit.app?embed=true","https://storage.googleapis.com/s4a-prod-share-preview/default/st_app_screenshot_image/9f1e735d-bd5a-4817-a6b8-cadaf6f96cb1/Home_Page.png","https://github.com/maxwellknowles/catalyst","LLMs","curated","unverified","review","1147","https://streamlit.io/gallery","All","2026-08-03T21:51:16"
